Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
NC,Ellenboro town,79.3,17.1,0.3,0,2.1
NC,Ellerbe town,48.5,39.1,0.7,0.5,11.1
NC,Elm town,40.2,56.1,0.8,0.1,4
NC,Elon town,86.7,8.5,0.1,2,2.6
NC,Elrod CDP,12.2,14.1,68.3,0,2.6
NC,Elroy CDP,64.1,21.9,0.5,1.7,15.1
NC,Emerald Isle town,96.7,0.6,0.2,0.8,2
NC,Enfield town,11.8,87.5,0.2,0.2,0.6
NC,Engelhard CDP,53.9,41.3,0,0.2,9.7
NC,Enochville CDP,93.6,1.3,0.1,0.8,5.9
NC,Erwin town,74,17.3,0.9,0.3,7.4
NC,Etowah CDP,93.4,1.1,0.2,0.9,5.4
NC,Eureka town,73.1,25.4,0.5,0,3.6
NC,Everetts town,67.7,26.8,0,1.2,2.4
NC,Evergreen CDP,51.4,47.4,0,0,0.7
NC,Fair Bluff town,33.5,63.6,0.5,0,2.1
NC,Fairfield CDP,56.6,43.4,0,0,0
NC,Fairfield Harbour CDP,94.5,3.5,0.1,0.5,1.8
NC,Fairmont town,26.2,56.1,13.4,0.2,1.9
NC,Fairplains CDP,76.1,13,0.2,0.2,13.6
NC,Fairview CDP,94.5,1.2,0.3,0.4,2.7
NC,Fairview town,97.4,0.9,0.2,0.3,1.4
NC,Faison town,52.4,12.9,0.2,0.1,38.5
NC,Faith town,96.2,1.6,0,0,2.7
NC,Falcon town,73.6,14.3,0.8,0,14
NC,Falkland town,69.8,18.8,0,2.1,10.4
NC,Fallston town,92.8,5.1,0,0,0.7
NC,Farmville town,48.1,49.7,0.2,0.4,2.5
NC,Fayetteville,45.7,41.9,1.1,2.6,10.1
NC,Fearrington Village CDP,97.8,0.9,0,0.6,1.1
NC,Five Points CDP,57,30.3,3,1,7.5
NC,Flat Rock village,98.2,0.4,0.2,0.4,1.2
NC,Flat Rock CDP,85.8,6.5,0.3,0.5,8.2
NC,Fletcher town,88.3,4.1,0.5,3.1,4.8
NC,Forest town,67.1,24,0.2,0.9,9
NC,Forest Hills village,92.1,4.1,0.5,0.8,4.9
NC,Forest Oaks CDP,81.5,15.2,0.3,0.7,2
NC,Foscoe CDP,96.9,0.3,0.2,0.3,5.9
NC,Fountain town,46.6,49.9,0,0,1.4
NC,Four Oaks town,69.8,17.5,0.9,0.2,14.1
NC,Foxfire village,89.8,8.5,0.3,0.4,0.7
NC,Franklin town,90.1,2.1,0.5,0.8,13
NC,Franklinton town,55.8,40.8,0.1,0.2,4.1
NC,Franklinville town,76.2,10.6,0,0,24.6
NC,Fremont town,47.7,46.9,0.6,0.2,3.5
NC,Frisco CDP,98.5,0,0,0.5,1
NC,Fruitland CDP,93.2,1,0.5,0.2,10.8
NC,Fuquay-Varina town,72.3,19.7,0.6,2,9.7
NC,Gamewell town,89.5,5.3,0,0.2,4.5
NC,Garland town,47.2,41.1,0.3,0.2,12.8
NC,Garner town,57.8,32.9,0.5,1.8,9.9
NC,Garysburg town,2.4,95.4,0.9,0,0.8
NC,Gaston town,57,39.3,0.8,0.3,2.3
NC,Gastonia,63,27.8,0.4,1.3,9.6
NC,Gatesville town,78.5,20.6,0,0,0
NC,Germanton CDP,94.3,4,0.1,0.2,1.9
NC,Gerton CDP,95.3,2,1.2,0.4,0.4
NC,Gibson town,38,46.7,12,1.1,1.3
NC,Gibsonville town,79.4,14.6,0.2,1.1,5.9
NC,Glen Alpine town,87.9,3.2,0.2,5.8,2.2
NC,Glen Raven CDP,78.7,12.5,0.6,0.6,12.4
NC,Glenville CDP,94.5,0,0,0,12.7
NC,Gloucester CDP,98.3,0,0.2,0.4,0.7
NC,Godwin town,70.5,27.3,0,0.7,0
NC,Goldsboro,39.2,54.3,0.4,1.8,4.3
NC,Goldston town,91.4,5.6,0,0.4,3.4
NC,Gorman CDP,61,13.5,0.5,0.6,26.3
NC,Graham,62.9,22.8,1.2,1.3,15.7
NC,Grandfather village,100,0,0,0,0
NC,Granite Falls town,93.5,1.7,0.2,0.7,5.2
NC,Granite Quarry town,87.5,8.3,0.2,1.1,4
NC,Grantsboro town,82.4,10.2,0.7,0.6,5.7
NC,Greenevers town,8.5,81.9,0,0.2,8.7
NC,Green Level town,21.6,55,2.1,0,31
NC,Greensboro,48.4,40.6,0.5,4,7.5
NC,Greenville,56.3,37,0.4,2.4,3.8
NC,Grifton town,51.8,40.8,0.1,0,9.7
NC,Grimesland town,60.1,33.3,0,0,7.7
NC,Grover town,79.9,11.9,1,2.1,4.5
NC,Gulf CDP,96.5,3.5,0,0,0
NC,Half Moon CDP,68.1,20.8,0.7,2.2,9.8
NC,Halifax town,67.1,32.1,0,0,0.4
NC,Hallsboro CDP,37.4,57,1.5,0.4,3.2
NC,Hamilton town,37.7,59.6,0.2,0.2,1
NC,Hamlet,55.2,36.6,1.7,0.7,6.2
NC,Hampstead CDP,91.9,4.9,0.2,0.5,3.3
NC,Harkers Island CDP,98.5,0,0.2,0.2,0.1
NC,Harmony town,88.5,5.5,1.3,0,9.8
NC,Harrells town,53,32.7,1,0,17.3
NC,Harrellsville town,76.4,23.6,0,0,0
NC,Harrisburg town,75.8,16.4,0.5,4.5,3.7
NC,Hassell town,41.7,58.3,0,0,0
NC,Hatteras CDP,98.2,0.2,0,0,2.8
NC,Havelock,70,17.4,0.7,2.9,11.6
NC,Haw River town,75.9,9.3,0.4,0.9,16.1
NC,Hayesville town,97.4,0,1,0,2.3
NC,Hays CDP,96.2,0.5,0,0.2,3
NC,Hemby Bridge town,88.3,7.2,0.9,1.2,4.4
NC,Henderson,30,64,0.3,0.8,6.4
NC,Hendersonville,79.7,9.2,0.4,1.2,13.5
NC,Henrietta CDP,76.6,14.3,0,0.4,10.8
NC,Hertford town,46.5,48.1,0.1,0.4,4.8
NC,Hickory,74.9,14.3,0.3,3.2,11.4
NC,Hiddenite CDP,93.8,0.4,0,0,6.9
NC,Highlands town,94.3,0,0.2,0.6,5.7
NC,High Point,53.6,33,0.6,6.1,8.5
NC,High Shoals town,85.9,7.3,1.4,0.3,4.2
NC,Hightsville CDP,62.4,33.2,1.5,0.3,2.6
NC,Hildebran town,91.8,1.6,0.4,3.7,2.4
NC,Hillsborough town,62.9,29.5,0.6,1.7,6.6
NC,Hillsdale CDP,89.1,6.5,0,2.4,3.4
NC,Hobgood town,47.7,50,0,0,4
NC,Hobucken CDP,98.4,0,0,0,0.8
NC,Hoffman town,37.2,56.3,4.1,0.7,2.7
NC,Holden Beach town,96.9,0.9,0.2,0,2.4
NC,Hollister CDP,3.3,23.7,70.5,0,3.3
NC,Holly Ridge town,85.4,8.5,0.2,1,5.6
NC,Holly Springs town,79.8,12.6,0.4,2.9,6.3
NC,Hookerton town,48.2,37.4,0.2,1.2,13.4
NC,Hoopers Creek CDP,96.4,0.5,0.5,0.3,2.1
NC,Hope Mills town,61.9,26.5,1.9,1.8,10
NC,Horse Shoe CDP,96.2,0.8,0.7,0.2,2.7
NC,Hot Springs town,97.9,0.2,0,0,2.3
NC,Hudson town,93.5,1.9,0.3,0.2,5.8
NC,Huntersville town,82.8,9.4,0.3,2.7,7.4
NC,Icard CDP,93,0.5,0,2.7,4
NC,Indian Beach town,97.3,0.9,0,0.9,0
NC,Indian Trail town,81,10,0.5,1.8,10.9
NC,Ingold CDP,35.5,25.1,0,1.1,41.4
NC,Iron Station CDP,88.7,6.5,0.7,0.5,3.3
NC,Ivanhoe CDP,26.1,70.8,0,0,4.5
NC,JAARS CDP,97.2,1.5,0,0.2,1.2
NC,Jackson town,56.3,42.7,0.2,0,1
NC,Jackson Heights CDP,75.2,20.2,0.2,0,6.8
NC,Jacksonville,67.7,20,0.7,2.5,13
NC,James CDP,79.9,13.5,0.4,1.1,5.9
NC,Jamestown town,80.6,13.6,0.4,2.5,3.2
NC,Jamesville town,61.3,34.8,0,0.4,2.4
NC,Jefferson town,90.6,1.2,0.1,1.1,9.1
NC,Jonesville town,81.6,11.5,0.2,0.1,7.3
NC,Kannapolis,68.5,20.3,0.3,1.1,12.1
NC,Keener CDP,66.1,14.6,1.6,0.2,18.5
NC,Kelford town,23.1,75.7,0,0,0
NC,Kelly CDP,54,43,0.9,0,2.2
NC,Kenansville town,57.9,37.8,0.6,1.1,3.9
NC,Kenly town,58.5,35.3,0.7,0.7,8.1
NC,Kernersville town,77.8,12.6,0.5,1.9,9.7
NC,Kill Devil Hills town,89.8,1.2,0.5,1.4,9.1
NC,King,95.1,1.9,0.3,0.8,2.9
NC,Kings Grant CDP,77.8,14.3,0.7,1.1,6.8
NC,Kings Mountain,73,22.5,0.2,1.6,2.6
NC,Kingstown town,8.1,89.1,0.1,0.9,1
NC,Kinston,28.7,68,0.2,0.7,2.4
NC,Kittrell town,30.2,66.8,0,0.2,1.9
NC,Kitty Hawk town,96.3,1.1,0.2,0.8,2.9
NC,Knightdale town,50,38.3,0.6,1.7,11.4
NC,Kure Beach town,97,0.8,0.3,0.6,1.8
NC,La Grange town,40.5,55.4,0.2,0.7,3.4
NC,Lake Junaluska CDP,97.8,0.3,0.5,0.3,1.7
NC,Lake Lure town,96.3,1.6,0.2,0.6,1.6
NC,Lake Norman of Catawba CDP,95,2.5,0.2,0.7,2
NC,Lake Park village,86.8,7,0.5,1.9,5.2
NC,Lake Royale CDP,82.1,14.5,0.7,0.5,2.3
NC,Lake Santeetlah town,91.1,0,2.2,0,8.9
NC,Lake Waccamaw town,80.9,13.4,3.9,0.1,1.2
NC,Landis town,91.9,3.2,0.5,0.5,7.8
NC,Lansing town,94.3,1.3,0,0,0.6
NC,Lasker town,76.2,14.8,0,3.3,3.3
NC,Lattimore town,94.7,3.1,0,0.6,3.1
NC,Laurel Hill CDP,65.2,21.3,10.8,0.5,1.1
NC,Laurel Park town,96.2,1.6,0.1,0.3,2.6
NC,Laurinburg,43,46.8,6.1,1,2
NC,Lawndale town,79.2,15.3,0,0.2,4.8
NC,Leggett town,66.7,28.3,0,0,0
NC,Leland town,83.9,10,0.6,1.5,4.9
NC,Lenoir,78.4,12.7,0.4,0.9,9
NC,Lewiston Woodville town,14,81.6,0.5,1.3,2
NC,Lewisville town,90.3,5,0.3,1.7,3.4
NC,Lexington,54.7,28.4,0.7,2.9,16.3
NC,Liberty town,67.4,20.4,1.1,0.2,14.4
NC,Light Oak CDP,26.2,73.2,0.3,0,1.9
NC,Lilesville town,47.9,49.4,0.2,0.2,0.7
NC,Lillington town,53.5,39.8,0.9,0.9,8.8
NC,Lincolnton,76.6,13.7,0.3,0.6,16
NC,Linden town,76.9,12.3,3.1,0.8,5.4
NC,Littleton town,48.4,47,1.2,0.4,1.2
NC,Locust,93.5,2.3,0.1,0.7,6
NC,Long View town,74.5,11.4,0.4,5,10.6
NC,Louisburg town,47.3,46.9,0.3,0.9,5.5
NC,Love Valley town,87.8,0,0,0,10
NC,Lowell,85.9,8.7,0.5,1,5.7
NC,Lowesville CDP,92.1,4.6,0.6,0.7,2.5
NC,Lowgap CDP,95.4,0.9,0,0,4
NC,Lucama town,48.7,24.9,0.6,0,27.7
NC,Lumber Bridge town,75.5,16,4.3,1.1,3.2
NC,Lumberton,40.8,37.2,13.1,2.4,6.7
NC,McAdenville town,89.2,2.2,1.5,0.9,5.7
NC,Macclesfield town,78.8,14,0,1.9,2.8
NC,McDonald town,40.7,16.8,39.8,0,0
NC,McFarlan town,63.2,23.1,0.9,0,18.8
NC,McLeansville CDP,93.7,4.2,0.2,0.6,3.3
NC,Macon town,84.9,13.4,0.8,0,0
NC,Madison town,65.1,29.2,0.6,0.1,5.1
NC,Maggie Valley town,92.6,0.6,0.8,1.8,5.3
NC,Magnolia town,34.3,33.7,0.9,0.3,40.3
NC,Maiden town,83.6,11.3,0.5,1.3,6.2
NC,Mamers CDP,91.5,2.9,1.9,0.5,7.3
NC,Manns Harbor CDP,89.2,0.7,0.5,0.5,12.4
NC,Manteo town,84.7,8.4,0.8,0.3,9
NC,Marble CDP,96.9,0,1.9,0,0.6
NC,Marietta town,42.3,56.6,0,0,0
NC,Marion,76.5,11.1,0.5,0.8,13.1
NC,Mar-Mac CDP,56.9,29.7,0.3,1.2,13.7
NC,Marshall town,97.5,0,0.8,0.1,1.4
NC,Marshallberg CDP,97.8,0,0,1.5,0.2
NC,Mars Hill town,87.1,9,0.2,1,3.4
NC,Marshville town,48,45.3,0.6,0.2,11.6
NC,Marvin village,86.2,5.7,0.2,5.4,3.3
NC,Matthews town,81.8,9.6,0.3,4.2,5.8
NC,Maury CDP,43.6,50.4,0.8,0.4,11.5
NC,Maxton town,19.2,65,13.8,0.1,1.8
NC,Mayodan town,85.8,10.3,0.4,0.2,4
NC,Maysville town,45.2,48.8,0.7,0.7,4.7
NC,Mebane,73.5,20.4,0.5,1.2,6
NC,Mesic town,39.1,60.5,0,0,0
NC,Micro town,78.2,12.5,0,0.2,9.5
NC,Middleburg town,29.3,63.9,0,0,3
NC,Middlesex town,52.7,29.6,0.7,0,16.2
NC,Midland town,89.9,6.2,0.3,0.9,3.5
NC,Midway town,88.2,8.2,0.4,0.5,3.5
NC,Millers Creek CDP,94.3,0.9,0.1,0.1,4.5
NC,Millingport CDP,97,0.7,0.2,1.7,2
NC,Mills River town,94.7,1.7,0.3,0.7,3.9
NC,Milton town,51.2,46.4,0,0,0
NC,Mineral Springs town,81.9,13.9,0.5,0.5,4.6
NC,Minnesott Beach town,94.3,1.8,0.2,1.1,7
NC,Mint Hill town,78.4,12.3,0.6,2.5,8.3
NC,Misenheimer village,87.5,7.1,0.3,1.4,4.3
NC,Mocksville town,73.9,14.6,0.6,0.8,12
NC,Momeyer town,88.8,8.5,0,0,0.4
NC,Moncure CDP,54.1,36.6,0.4,0.3,9.6
NC,Monroe,52,25.2,0.6,0.9,29.4
NC,Montreat town,91.3,5.1,0,0.7,2.8
NC,Mooresboro town,81,16.7,0.6,0.3,1
NC,Mooresville town,80.2,10.9,0.5,3.3,6.9
NC,Moravian Falls CDP,77.2,4.9,0.5,0.7,25.9
NC,Morehead town,82,10.7,0.5,1.6,6.9
NC,Morganton,70.1,12.2,0.9,2.4,16.4
NC,Morrisville town,54,12.9,0.4,27.2,5.9
NC,Morven town,19.8,74.6,0.4,0,2.9
NC,Mountain Home CDP,89.6,3.1,0.7,1.4,8.6
NC,Mountain View CDP,85.8,8.1,0.2,2.7,4.2
NC,Mount Airy,84.1,8.2,0.3,1.4,6.7
NC,Mount Gilead town,41.2,56,0.1,0.7,1.2
NC,Mount Holly,80.4,12.7,0.4,2.4,5.5
NC,Mount Olive town,40.4,50.5,0.8,0.4,9.2
NC,Mount Pleasant town,94.3,4,0.1,0.7,1.8
NC,Moyock CDP,88.5,6.9,0.4,1.2,3.6
NC,Mulberry CDP,95.6,1,0,0.3,3.9
NC,Murfreesboro town,44.9,50.9,0.2,1,2.9
NC,Murphy town,87.6,4.1,2.5,2.1,4.2
NC,Murraysville CDP,79.6,13.7,0.3,1.9,5.3
NC,Myrtle Grove CDP,93,3.2,0.3,1.2,2.1
NC,Nags Head town,94.6,1.6,0.5,0.3,3.2
NC,Nashville town,51.2,45.5,0.6,0.4,1.6
NC,Navassa town,27.1,63.6,0.5,0.1,10
NC,Neuse Forest CDP,86,6.6,0.1,2.9,5.4
NC,New Bern,57.9,33.2,0.4,3.6,5.8
NC,Newland town,88.8,0.9,0.9,0.4,10.2
NC,New London town,90,4.8,0.3,3.8,0.8
NC,Newport town,81.7,11.3,0.5,1.7,4.7
NC,Newton,73.7,13.9,0.4,3.3,12.9
NC,Newton Grove town,71.7,10.7,1.1,0.9,15.1
NC,Norlina town,48.5,45.2,0.2,0.4,6.3
NC,Norman town,59.4,19.6,5.8,0,23.9
NC,Northchase CDP,78.6,15.3,0.7,1.7,4.2
NC,Northlakes CDP,96.9,0.7,0.1,1.2,1.9
NC,North Topsail Beach town,94.3,1.7,0.5,1.3,3.2
NC,Northwest,29.9,66.7,0,0.3,3.3
NC,North Wilkesboro town,73,13.6,0.4,0.6,13.1
NC,Norwood town,71.6,21.9,0.8,0.7,5.1
NC,Oakboro town,78.9,12.9,0.8,0.4,7.9
NC,Oak town,37.5,60.3,0.3,0,1.9
NC,Oak Island town,96.7,0.6,0.6,0.3,1.4
NC,Oak Ridge town,88.9,5.2,0.4,3.4,3
NC,Ocean Isle Beach town,96.2,0.2,0,1.3,3.5
NC,Ocracoke CDP,95.6,1.6,0.4,0.2,19.1
NC,Ogden CDP,94.4,1.8,0.4,1.1,2.6
NC,Old Fort town,83.8,13.5,0.1,0.3,2.9
NC,Old Hundred CDP,52.3,17.4,17.4,0,5.6
NC,Oriental town,92.4,5.7,0.1,0.3,1.1
NC,Orrum town,58.2,26.4,5.5,0,14.3
NC,Ossipee town,85.1,10.5,0,0.2,3.9
NC,Oxford,38.6,55.6,0.4,1.1,4.8
NC,Pantego town,72.1,20.7,6.7,0,8.9
NC,Parkton town,72.2,15.1,5.5,0.7,7.1
NC,Parmele town,8.6,91.4,0,0,0
NC,Patterson Springs town,87.1,8.7,0,0.3,2.4
NC,Peachland town,62.2,34.1,0.5,0.2,0.9
NC,Peletier town,92.2,1.2,0.6,0.5,6.1
NC,Pembroke town,16.4,12.3,66.4,0.6,2.2
NC,Pikeville town,86.9,8.1,0.9,0.3,4.7
NC,Pilot Mountain town,89.1,6.5,0.4,0.9,3.3
NC,Pinebluff town,81.2,11.8,1.6,0.5,5.9
NC,Pinehurst village,92.8,3.8,0.4,1.3,2.1
NC,Pine Knoll Shores town,96.3,0.7,0.1,1,1
NC,Pine Level town,73.2,15.2,0.7,0.1,12.9
NC,Pinetops town,34.2,65.2,0.2,0,0.3
NC,Pinetown CDP,97.4,0,0,0,7.1
NC,Pineville town,62.1,22.2,0.5,3.4,20.1
NC,Piney Green CDP,63.3,22.4,0.7,2.8,12.2
NC,Pink Hill town,55.4,28.8,0,0,20.3
NC,Pinnacle CDP,91.1,6.6,0.1,0.9,1.3
NC,Pittsboro town,72.2,19.5,0.3,1.8,8.9
NC,Plain View CDP,77.5,16.4,1.1,1.4,5
NC,Pleasant Garden town,83,10.7,0.6,0.7,4.7
NC,Pleasant Hill CDP,96.5,0.9,0,0.1,3.4
NC,Plymouth town,29.2,68.4,0.4,0.4,1.2
NC,Polkton town,33.7,61,1.6,0.6,8.2
NC,Polkville,96.5,1.7,0,0.2,3.9
NC,Pollocksville town,68.5,28.6,1.3,0,1
NC,Porters Neck CDP,92.1,3.9,0.2,2,2.2
NC,Potters Hill CDP,97.1,0,0,0,2.7
NC,Powellsville town,37.3,59.4,1.1,0,3.6
NC,Princeton town,67.2,25.5,0.8,0.9,5.9
NC,Princeville town,2.6,96.3,0,0,0.8
NC,Proctorville town,73.5,18.8,5.1,0,0
NC,Prospect CDP,3.9,0.9,93.1,0,1.4
NC,Pumpkin Center CDP,68.6,17.3,0.7,3.3,10.1
NC,Raeford,43.6,41.1,4.3,1,9.6
NC,Raemon CDP,15.6,5.3,78.7,0,0
NC,Raleigh,57.5,29.3,0.5,4.3,11.4
NC,Ramseur town,75.6,12.6,1,1.4,15.2
NC,Randleman,86.3,5.9,0.6,0.4,7.6
NC,Ranlo town,75.1,15.9,0.8,1.8,7.3
NC,Raynham town,52.8,18.1,18.1,6.9,4.2
NC,Red Cross town,96.2,1.3,0,0.7,3.2
NC,Red Oak town,87.2,9.7,0.9,0.5,1.7
NC,Red Springs town,32.2,48.8,12.5,0.4,6.4
NC,Reidsville,52.4,41.9,0.3,0.6,4.7
NC,Rennert town,15.1,27.7,43.3,0.3,24.3
NC,Rex CDP,58.2,7.3,27.3,0,5.5
NC,Rhodhiss town,92.8,0.8,0.1,1.6,4.6
NC,Richfield town,82.5,8.8,1.3,5.4,0.7
NC,Richlands town,73.9,18.2,0.3,1,8.2
NC,Rich Square town,35.9,62.6,0.4,0,1.5
NC,Riegelwood CDP,70.8,24.9,1.2,0,5.4
NC,River Bend town,88.2,8.6,0.4,1,2.6
NC,River Road CDP,60.5,22.7,1,0.1,19.9
NC,Roanoke Rapids,63.6,31.2,0.6,1.7,3.2
NC,Robbins town,72.1,2.6,0.6,0,50.3
NC,Robbinsville town,84.7,0,3.4,1,11.9
NC,Robersonville town,30.2,66.6,0.6,0.6,2.8
NC,Rockfish CDP,67.9,20.2,1.7,1.2,11.6
NC,Rockingham,57.4,34.1,1.7,2.1,5.1
NC,Rockwell town,94.8,1.1,0,0.7,3.1
NC,Rocky Mount,33.5,61.3,0.6,1,3.7
NC,Rocky Point CDP,61.7,11.6,0.8,0.5,31.8
NC,Rodanthe CDP,96.2,0.8,0.8,0.4,1.5
NC,Rolesville town,74.1,17.8,0.4,3.1,6.2
NC,Ronda town,91.1,2.2,0.2,0,9.1
NC,Roper town,18.2,78.6,0,0,2.9
NC,Roseboro town,49,43.2,0.7,1.3,4.9
NC,Rose Hill town,51.4,31.4,0.2,0.5,20.8
NC,Rosman town,93.2,0.2,1.9,0.2,10.4
NC,Rougemont CDP,78.8,16,0.4,0.2,4.1
NC,Rowland town,21,70.3,6.4,0,1.6
NC,Roxboro,44.9,46.8,0.6,0.4,8.7
NC,Roxobel town,54.2,45.8,0,0,0.4
NC,Royal Pines CDP,91.9,4.4,0.2,1.2,1.8
NC,Ruffin CDP,82.9,13.9,1.1,0.3,1.6
NC,Rural Hall town,72.8,15.9,0.2,0.5,13.5
NC,Ruth town,87.5,6.6,0.7,0,2.5
NC,Rutherford College town,96.4,0.4,0,2.5,0.4
NC,Rutherfordton town,84.9,10.4,0.3,1.6,3
NC,St. Helena village,74.8,21.3,0.8,0,4.1
NC,St. James town,97.8,1,0.1,0.6,0.9
NC,St. Pauls town,53.7,19.1,5.8,0.2,25.1
NC,St. Stephens CDP,82.8,4.2,0.3,4.4,10.3
NC,Salem CDP,93.6,1.2,0.2,0.5,4.2
NC,Salemburg town,88.3,7.1,1.4,0.2,2.1
NC,Salisbury,52.4,37.7,0.4,1.6,10.6
NC,Saluda,95.7,2.7,0.3,0.3,2
NC,Salvo CDP,96.9,1.3,0,0.4,3.1
NC,Sandy Creek town,90,5,0.4,0.8,1.2
NC,Sandyfield town,15,81.2,1.3,0,1.8
NC,Sanford,55.2,27.6,0.8,1.1,25.6
NC,Saratoga town,51.7,40.9,0.5,0,6.6
NC,Sawmills town,94.1,0.9,0.3,0.2,5.2
NC,Saxapahaw CDP,78.7,11.7,0.5,0.1,13.3
NC,Scotch Meadows CDP,88.4,6,2.1,2.2,1
NC,Scotland Neck town,30.8,68.3,0,0.1,1.6
NC,Seaboard town,23.6,74.5,0.2,0.2,0.2
NC,Sea Breeze CDP,88.2,8.2,0.6,1.1,1.6
NC,Seagrove town,93.9,2.6,0,0,1.3
NC,Sedalia town,20.9,76.1,0.3,0.2,1.8
NC,Selma town,38.8,37.2,0.5,0.2,34.8
NC,Seven Devils town,95.3,2.6,1,0.5,0.5
NC,Seven Lakes CDP,94.4,3,0.2,0.7,2
NC,Seven Springs town,81.8,8.2,0,0,21.8
NC,Severn town,68.5,31.2,0,0,1.4
NC,Shallotte town,85.2,9.3,0.6,1.3,4.8
NC,Shannon CDP,20.9,25.5,40.7,0,26.2
NC,Sharpsburg town,36.8,58.9,0.1,0.6,2.5
NC,Shelby,54.7,41.3,0.4,0.8,3.1
NC,Siler town,44,19.1,1.7,0.4,49.8
NC,Silver CDP,4,89.8,1,0.1,2
NC,Silver Lake CDP,77.8,8.8,0.6,0.8,12.9
NC,Simpson village,60.6,37,0,0,2.6
NC,Sims town,71.3,16.3,0,0.4,8.9
NC,Skippers Corner CDP,71.5,20.5,1.5,0.4,10.4
NC,Smithfield town,56.9,27.2,0.5,0.8,19.3
NC,Sneads Ferry CDP,92.4,3.7,0.3,0.8,3.5
NC,Snow Hill town,38.2,52.9,0.2,1.1,8.7
NC,Southern Pines town,71.7,24,0.6,0.8,3.9
NC,Southern Shores town,97.8,0.3,0.1,0.6,1.5
NC,South Henderson CDP,33.9,49.9,0.2,0.3,18.2
NC,South Mills CDP,74.9,16.3,0.9,2.4,2.4
NC,Southmont CDP,92.5,4,0.4,0.4,1.8
NC,Southport,82.2,15.4,0.1,0.1,2.9
NC,South Rosemary CDP,41.8,55.3,0.8,0.4,1.4
NC,South Weldon CDP,14.9,78.7,1.1,0.1,5.1
NC,Sparta town,85.5,2.7,1,1,14.7
NC,Speed town,33.8,66.3,0,0,0
NC,Spencer town,58.2,32.8,0.4,0.9,9.2
NC,Spencer Mountain town,73,0,0,0,24.3
NC,Spindale town,68.8,26.7,0.3,0.7,3.3
NC,Spivey's Corner CDP,65,22.1,0.8,0,12.8
NC,Spring Hope town,46.9,47,0.7,0.5,4.2
NC,Spring Lake town,47.2,36.3,1.1,3,15.4
NC,Spruce Pine town,92,0.4,0.7,0.8,7.6
NC,Staley town,80.2,8.1,1,0.8,9.4
NC,Stallings town,88.3,5.6,0.5,2.3,5.8
NC,Stanfield town,94,0.9,0.7,0.2,4.8
NC,Stanley town,87.6,9.7,0.4,0.4,1.6
NC,Stantonsburg town,51.8,45.4,0.3,0.1,5.6
NC,Star town,78.1,9.7,0.6,0.2,21.6
NC,Statesville,54.8,34.5,0.3,1.9,10.9
NC,Stedman town,83.2,11.7,1.1,0.7,3.2
NC,Stem town,83.6,8.2,0.6,0.4,6.7
NC,Stokes CDP,79.5,18.6,0.3,0.3,0.3
NC,Stokesdale town,90.9,4.7,0.4,1.4,3.5
NC,Stoneville town,78.6,16.2,0.2,0.3,3.8
NC,Stonewall town,76.5,20.3,0,0.4,1.8
NC,Stony Point CDP,88.2,4.4,0.2,0.7,6.8
NC,Stovall town,54.5,41.4,0.2,0.2,3.8
NC,Sugar Mountain village,90.4,2,3,0,4
NC,Summerfield town,89.9,4.4,0.4,2.2,4.3
NC,Sunbury CDP,83,13.8,0.3,0.3,4.5
NC,Sunset Beach town,96.8,0.8,0.4,0.6,1.9
NC,Surf town,95.8,0.9,0.2,1.2,3.1
NC,Swannanoa CDP,87.8,4.7,0.7,1.3,8.9
NC,Swan Quarter CDP,64.5,27.5,0,0,7.4
NC,Swansboro town,89.9,3.5,0.4,1.8,4.5
NC,Swepsonville town,90.8,4.8,0.1,0.8,4.4
NC,Sylva town,85.8,2.7,2.8,1.8,9
NC,Tabor town,59.2,36.2,1.1,0.2,2.3
NC,Tarboro town,47.2,48.4,0.1,0.5,4.9
NC,Tar Heel town,91.5,0,1.7,0,5.1
NC,Taylorsville town,80.8,13,0.1,1.3,6.3
NC,Taylortown town,32,65,0.4,0.8,1
NC,Teachey town,44.9,41.5,0.3,3.5,18.4
NC,Thomasville,68.3,19.6,0.7,1.1,14.4
NC,Toast CDP,89.9,3.2,0,0.3,11.1
NC,Tobaccoville village,92,6.2,0.5,0.3,2
NC,Topsail Beach town,96.5,1.6,0.5,0.3,0.5
NC,Trenton town,51.9,36.6,1,0,7
NC,Trent Woods town,96.1,1.9,0.2,0.6,1.4
NC,Trinity,91.7,4.9,0.4,1.2,2.3
NC,Troutman town,73.3,21.6,0.3,0.9,4.8
NC,Troy town,58.9,31.8,0.7,1,10.3
NC,Tryon town,80,16.5,0.1,0.4,4.4
NC,Turkey town,55.1,26.7,0,1,19.9
NC,Tyro CDP,93.5,1.5,0.5,0.5,4.6
NC,Unionville town,94.9,1.7,0.2,0.6,3
NC,Valdese town,92.7,1.3,0.1,3.1,2.6
NC,Valle Crucis CDP,98.1,0,0,0.2,2.4
NC,Valley Hill CDP,91.7,2.2,0.1,0.9,7.1
NC,Vanceboro town,65.1,30,0.6,0,2.6
NC,Vandemere town,46.9,45.7,0.4,0.4,4.7
NC,Vander CDP,64,27.1,3.6,0.9,4.4
NC,Vann Crossroads CDP,82.7,6,1.8,0.3,8.3
NC,Varnamtown town,97.6,0.9,0,0,1.5
NC,Vass town,79.6,13.1,2.6,0,9.6
NC,Waco town,79.1,19.6,0,0,1.2
