Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
PA,Belfast CDP,97.4,0.8,0.1,0.8,2.7
PA,Bell Acres borough,94.2,2.7,0.1,1.3,1.3
PA,Bellefonte borough,96.3,1.5,0.1,0.5,1.4
PA,Belle Vernon borough,94.4,3.5,0.2,0.5,1.6
PA,Belleville CDP,99.1,0.1,0.1,0,1.6
PA,Bellevue borough,86.8,8.9,0.1,1.1,1.9
PA,Bellwood borough,98.2,0.3,0.2,0.1,1
PA,Belmont CDP,96.8,1.1,0,1.1,0.8
PA,Ben Avon borough,93.7,3.6,0.1,0.8,1.1
PA,Ben Avon Heights borough,97.8,0.3,0,0.3,0.8
PA,Bendersville borough,84.4,1.7,1.1,0.5,21.1
PA,Benson borough,99,0,0.5,0,1
PA,Bentleyville borough,95.4,2.7,0,0.2,0.7
PA,Benton borough,98.7,0.2,0,0.5,1.5
PA,Berlin borough,98.3,0.2,0.1,0.4,0.2
PA,Bernville borough,94.1,1.4,0.3,0.1,7.6
PA,Berrysburg borough,100,0,0,0,0
PA,Berwick borough,94.4,1.5,0.2,0.8,3.7
PA,Berwyn CDP,89.3,4.6,0.2,4.1,2.3
PA,Bessemer borough,98.3,0.1,0,0.4,0.6
PA,Bethany borough,98,1.6,0.4,0,1.6
PA,Bethel CDP,94,0.2,0,1.8,6.2
PA,Bethel Park municipality,96.1,1.3,0.1,1.4,1
PA,Bethlehem,76.4,6.9,0.3,2.9,24.4
PA,Beurys Lake CDP,100,0,0,0,0.8
PA,Big Bass Lake CDP,94.6,2.3,0,0.9,5
PA,Big Beaver borough,97.4,1.5,0,0.2,0.7
PA,Bigler CDP,98.5,0,0,0,0.8
PA,Biglerville borough,91.7,0.8,0.1,0.3,19.1
PA,Big Run borough,98.6,0,0.6,0,0.3
PA,Birchwood Lakes CDP,96.3,1.5,0,0.4,6
PA,Bird-in-Hand CDP,94.5,2,0,1.7,5.7
PA,Birdsboro borough,95.5,1.4,0.2,0.3,3.2
PA,Birmingham borough,97.8,0,0,1.1,6.7
PA,Black Lick CDP,95.8,2.5,0.3,0.1,1.8
PA,Blain borough,99.2,0,0,0,0
PA,Blairsville borough,95.1,2.3,0.3,0.7,1.2
PA,Blakely borough,96.6,1,0.1,0.7,1.8
PA,Blanchard CDP,97.6,0,1.1,0.3,0.4
PA,Blandburg CDP,97.5,1.2,0,0.2,0
PA,Blandon CDP,91.1,3.6,0.1,1.5,5.9
PA,Blawnox borough,92.9,1.9,0.1,4,0.8
PA,Bloomfield borough,95,1.9,0.1,1.7,1.3
PA,Blooming Valley borough,99.4,0.3,0,0,0.3
PA,Bloomsburg town,89.6,6.2,0.1,1.6,3.4
PA,Blossburg borough,98.6,0.1,0.4,0.4,1.3
PA,Blue Ball CDP,94.3,0.6,0.5,3.1,1.5
PA,Blue Bell CDP,87.8,2.9,0,8.1,1.5
PA,Blue Ridge Summit CDP,92.9,1.8,0.3,2.2,1.8
PA,Boalsburg CDP,93.5,2.2,0.1,2,1.6
PA,Bobtown CDP,96.7,0.4,0.3,0.4,1.5
PA,Boiling Springs CDP,96.2,0.6,0.1,1.4,2.1
PA,Bolivar borough,98.9,0,0.4,0.4,0.9
PA,Bonneauville borough,93.4,1.9,0.1,0.9,4.6
PA,Boothwyn CDP,87.3,8.1,0.3,1.7,2.6
PA,Boston CDP,95.8,1.1,0,0,1.8
PA,Boswell borough,97.7,0.6,0,0.5,0.4
PA,Bowers CDP,97.9,0.6,0.9,0.3,2.1
PA,Bowmanstown borough,96.3,0.5,0.4,0.6,2.7
PA,Bowmansville CDP,97,0.5,0.2,1,1.9
PA,Boyertown borough,97.5,0.5,0,0.6,1.1
PA,Brackenridge borough,93.3,4.3,0.1,0.3,0.7
PA,Braddock borough,22.9,72.7,0.7,0.1,1.9
PA,Braddock Hills borough,68.9,27.9,0.3,0.3,1.4
PA,Bradenville CDP,99.1,0.7,0,0.2,0.7
PA,Bradford,96.3,1,0.4,0.7,1.4
PA,Bradford Woods borough,97.4,0.6,0,0.9,0.5
PA,Branchdale CDP,97.4,0.3,0,0.8,1.3
PA,Brandonville CDP,100,0,0,0,0
PA,Brave CDP,98.5,0,1,0,0
PA,Breinigsville CDP,79.9,5.2,0.5,11.1,7.1
PA,Brentwood borough,95.2,2,0.2,0.8,1.8
PA,Bressler CDP,73.7,17.9,0.1,0.5,10.3
PA,Briar Creek borough,97.4,0.3,0.2,0.5,0.6
PA,Brickerville CDP,97.4,1.1,0,0.2,1.4
PA,Bridgeport borough,79.8,7.9,0.3,2.8,12.8
PA,Bridgeville borough,92.2,4.2,0.1,1.2,1.1
PA,Bridgewater borough,92.8,5.3,0,0.4,1
PA,Brisbin borough,98.3,0.2,0.2,0,2.2
PA,Bristol borough,81.1,9.5,0.2,0.6,14.2
PA,Brittany Farms-The Highlands CDP,92.6,2.1,0,3.7,2.5
PA,Broad Top borough,98.5,0,0,0,0.4
PA,Brockway borough,98.8,0.1,0,0.2,0.3
PA,Brodheadsville CDP,88.6,6.6,0.4,0.9,7.6
PA,Brookhaven borough,92.4,3.7,0.1,1.9,2
PA,Brookville borough,97.8,0.4,0.1,0.4,1.1
PA,Broomall CDP,89.1,1.8,0,7.7,1.4
PA,Brownstown borough,99.3,0.1,0,0.1,0.7
PA,Brownstown CDP,94.6,0.4,0,2.5,3.2
PA,Brownsville borough,81.4,13.5,0.1,0.1,0.6
PA,Browntown CDP,98.4,0.4,0.1,0,1.5
PA,Bruin borough,98.5,0,0.8,0.4,1.9
PA,Bryn Athyn borough,92.5,2.7,0,2.5,1.2
PA,Bryn Mawr CDP,74,10.5,0,10.7,4.9
PA,Buckhorn CDP,94,0.9,0,3.5,2.8
PA,Buck Run CDP,100,0,0,0,0
PA,Buffington CDP,84.2,14,0,0.3,0.3
PA,Bulger CDP,95.8,0.5,0,0.7,0.7
PA,Burgettstown borough,96,1.7,0.1,0.4,1.4
PA,Burlington borough,97.4,0,0,0,1.3
PA,Burnham borough,98,0.4,0,0.2,1.5
PA,Burnside borough,100,0,0,0,0.4
PA,Butler,93.6,2.7,0.2,0.5,2.4
PA,Byrnedale CDP,96,0.2,0,0.5,0
PA,Cairnbrook CDP,99.8,0,0,0,0.2
PA,California borough,91,6.6,0.2,0.5,1.5
PA,Callensburg borough,99.5,0,0.5,0,1
PA,Callery borough,96.4,0,0,0.5,0.5
PA,Callimont borough,97.6,0,0,0,0
PA,Caln CDP,65.2,26.7,0.4,1.3,10.7
PA,Calumet CDP,99.3,0.1,0.2,0,0.3
PA,Cambridge Springs borough,84.9,12.8,0.3,0.3,3.5
PA,Campbelltown CDP,95,1,0.1,2.3,2.3
PA,Camp Hill borough,88.8,1.8,0.1,6.7,2.7
PA,Canadohta Lake CDP,98.8,0,0,0,1.2
PA,Canonsburg borough,87.4,7.6,0.1,1,1.8
PA,Canton borough,97.4,0.1,0.3,0.1,1.4
PA,Carbondale,96.3,1,0.2,0.4,3.1
PA,Carlisle borough,84.3,8.3,0.2,2.3,4.5
PA,Carmichaels borough,96.7,0.8,0,0,0.4
PA,Carnegie borough,87.7,7.4,0.2,1.6,1.6
PA,Carnot-Moon CDP,86.8,6.4,0.1,3.5,2.5
PA,Carrolltown borough,98.8,0.2,0,0,0.5
PA,Carroll Valley borough,97.3,0.6,0.2,0.5,1.4
PA,Cashtown CDP,97.6,0.2,0.2,0,5.9
PA,Cassandra borough,97.3,0,0,0,0
PA,Casselman borough,100,0,0,0,0
PA,Cassville borough,99.3,0,0,0,0
PA,Castanea CDP,98,0.2,0.1,0.3,0.4
PA,Castle Shannon borough,93.9,2,0,2.4,1.1
PA,Catasauqua borough,89,3,0.1,0.6,10.5
PA,Catawissa borough,97.1,0.5,0.1,0.2,1.6
PA,Cecil-Bishop CDP,97.6,1,0,0.3,0.7
PA,Cedar Crest CDP,97.4,0,0,0,1
PA,Cementon CDP,90,2.4,0.1,2,6.9
PA,Centerport borough,96.4,0.5,0.5,0,3.6
PA,Centerville borough (Crawford County),100,0,0,0,0.5
PA,Centerville borough (Washington County),96.5,1.2,0.2,0.2,1.1
PA,Central borough,99.7,0,0.1,0,0.1
PA,Centralia borough,100,0,0,0,0
PA,Centre Hall borough,99,0.1,0.1,0.3,0.6
PA,Cetronia CDP,93,2.4,0,1.5,5.6
PA,Chalfant borough,85.9,8.1,0.8,0.5,0.4
PA,Chalfont borough,94.1,1.4,0.3,3,1.7
PA,Chalkhill CDP,100,0,0,0,0
PA,Chambersburg borough,77,9.2,0.3,1.4,15.7
PA,Chapman borough,98,0.5,0.5,0,1.5
PA,Charleroi borough,90,5.7,0.1,1,1.9
PA,Chase CDP,97.8,0.3,0,0.9,1.1
PA,Cherry Tree borough,98.9,0,0,0.3,1.1
PA,Cherry Valley borough,98.5,1.5,0,0,0
PA,Cherryville CDP,96.5,0.9,0,1.5,3.1
PA,Chester,17.2,74.7,0.4,0.6,9
PA,Chesterbrook CDP,79.1,3.6,0,15.7,2.4
PA,Chester Heights borough,92.1,3.3,0,3.2,1.5
PA,Chester Hill borough,96.9,0.6,0,0.9,0.6
PA,Chest Springs borough,100,0,0,0,0
PA,Cheswick borough,98.8,0.2,0.1,0.4,0.6
PA,Chevy Chase Heights CDP,86.8,9,0.6,0.5,0.7
PA,Chewton CDP,98.6,0.4,0,0.4,0.8
PA,Cheyney University CDP,2.7,92.6,0.7,0.2,3.9
PA,Chicora borough,98.9,0.2,0,0.3,0.4
PA,Chinchilla CDP,96.9,0.5,0.1,1.2,1.3
PA,Christiana borough,90.9,6,0.2,0.3,6.8
PA,Church Hill CDP,98.5,0.2,0.2,0.7,0.6
PA,Churchill borough,81.9,13.8,0,2.7,1.8
PA,Churchtown CDP,98.5,0,1.1,0,0.6
PA,Churchville CDP,96.4,0.5,0,2.1,1.2
PA,Clairton,58.5,37.6,0.1,0.3,1.6
PA,Clarence CDP,99.7,0,0.3,0,0.3
PA,Clarendon borough,98.9,0.7,0.2,0,0.7
PA,Clarion borough,91,5,0.1,1.9,1
PA,Clark borough,98.4,0.2,0,0,0.5
PA,Clarks Green borough,96.6,0.7,0.1,2,1.5
PA,Clarks Summit borough,97,0.7,0,1.2,1.4
PA,Clarksville borough,97.4,2.2,0,0,0.4
PA,Clay CDP,94.5,0.3,0.3,2.8,2.6
PA,Claysburg CDP,98.2,0.4,0,0.1,0.9
PA,Claysville borough,97.1,0.5,0.4,0.4,0.6
PA,Clearfield borough,97.3,0.8,0.1,0.4,0.9
PA,Cleona borough,95.4,1,0.3,1,3.1
PA,Clifton Heights borough,82.3,11.4,0.2,3.3,2.2
PA,Clinton CDP,99.3,0.5,0.2,0,0.7
PA,Clintonville borough,97.8,0,0.4,1.2,1
PA,Clymer borough,98.5,0.5,0.1,0.2,0.5
PA,Coal Center borough,92.8,2.9,0,0.7,0
PA,Coaldale borough (Bedford County),95,2.5,0,0,0
PA,Coaldale borough (Schuylkill County),96.1,0.7,0.1,0.7,3.3
PA,Coalmont borough,99.1,0,0,0,0
PA,Coalport borough,97.9,0,0,0.2,0.6
PA,Coatesville,38,46.4,0.5,0.8,23
PA,Coburn CDP,97.9,0.8,0,0,1.7
PA,Cochranton borough,98.2,0.3,0,0.4,0.9
PA,Cochranville CDP,89.8,1.3,0,2.4,9.3
PA,Cokeburg borough,97,1,0,0.5,0.3
PA,Collegeville borough,89.4,4,0.2,3.8,2.4
PA,Collingdale borough,55.9,36.3,0.3,2.9,3.1
PA,Collinsburg CDP,97.7,1.1,0,0.2,0.5
PA,Colonial Park CDP,72.9,15.9,0.2,4.6,7.8
PA,Colony Park CDP,82.4,4.1,0,10.6,5.4
PA,Columbia borough,87.1,5.1,0.2,0.6,9
PA,Columbus CDP,98.8,0,0,0.2,0.2
PA,Colver CDP,98.6,0.1,0.3,0.2,0.3
PA,Colwyn borough,15.9,80.1,0,0.7,1.6
PA,Commodore CDP,97.3,0.6,0.3,0,0.3
PA,Conashaugh Lakes CDP,84.3,8,1.1,1.4,11.4
PA,Conestoga CDP,97.3,0.3,0,1.2,1.7
PA,Confluence borough,96.3,0.3,0,0.3,1.7
PA,Conneaut Lake borough,98,0,0,0.3,0.6
PA,Conneaut Lakeshore CDP,98,0.5,0.1,0.3,0.9
PA,Conneautville borough,96.9,1.2,0.4,0.1,0.8
PA,Connellsville,93.2,4.5,0.1,0.4,0.7
PA,Connoquenessing borough,98.7,0,0.2,0.6,0
PA,Conshohocken borough,88.7,6.5,0.1,1.8,3.5
PA,Conway borough,96.7,1.1,0.1,0.3,1
PA,Conyngham borough,97.4,0.5,0.1,0.9,2
PA,Coopersburg borough,95.7,0.6,0.1,1.1,3.5
PA,Cooperstown borough,98.9,0.4,0.2,0.4,0.4
PA,Coplay borough,92.5,2.6,0.3,1,6.3
PA,Coral CDP,98.8,0.3,0,0.6,0.3
PA,Coraopolis borough,83.1,12,0.2,0.4,1.8
PA,Cornwall borough,97.5,0.6,0,0.9,1.8
PA,Cornwells Heights CDP,92.8,2.2,0.1,1.2,5.2
PA,Corry,97.5,0.5,0.2,0.3,0.8
PA,Corsica borough,98.6,0,1.1,0,0.8
PA,Coudersport borough,97.6,0.5,0.3,0.4,1.6
PA,Courtdale borough,99,0.3,0,0,1.2
PA,Crabtree CDP,98.2,0.4,0.4,0.4,0.4
PA,Crafton borough,91.7,4.6,0.1,0.8,1.4
PA,Cranesville borough,98,0,0,0,0.6
PA,Creekside borough,97.4,0.3,0,0,1
PA,Crenshaw CDP,98.1,0,0.2,1.1,0.4
PA,Cresson borough,98.8,0.4,0.1,0.2,0.4
PA,Cressona borough,96.8,0.8,0.1,1.1,1.9
PA,Cross Creek CDP,97.8,2.2,0,0,5.1
PA,Cross Roads borough,97.5,1.8,0,0.4,0.8
PA,Crown CDP,98.9,0,0,0.5,0.5
PA,Croydon CDP,86.6,4.9,0.3,2.9,7.4
PA,Crucible CDP,97.7,0,0.3,0,1
PA,Cumbola CDP,96.6,0.2,0,0.5,3.2
PA,Curtisville CDP,97.9,0.4,0.6,0.2,0.7
PA,Curwensville borough,98.7,0.5,0.1,0.1,0.2
PA,Daisytown borough,100,0,0,0,0.3
PA,Dale borough,89.1,6.1,0.2,0.2,2.6
PA,Dallas borough,97,0.7,0,1.4,0.9
PA,Dallastown borough,94.1,2.6,0.1,0.1,4
PA,Dalmatia CDP,96.5,0.8,0.2,0,0.8
PA,Dalton borough,97.6,0.1,0.2,1.3,1
PA,Danville borough,93.8,1.1,0.2,2.3,3.7
PA,Darby borough,16.2,78.9,0.2,0.7,2.1
PA,Darlington borough,98.8,0,0,1.2,0.4
PA,Dauberville CDP,97.4,1.7,0,0,2.4
PA,Dauphin borough,97.3,0.8,0,0.5,1.4
PA,Davidsville CDP,99.6,0,0,0.3,0.4
PA,Dawson borough,96.2,1.1,0.3,0,0
PA,Dayton borough,97.6,0,0,0.4,0
PA,Deemston borough,98.3,0.3,0.4,0.3,0.8
PA,Deer Lake CDP,98.8,0.2,0,0,0.2
PA,Deer Lake borough,97.2,0.6,0.3,1,1
PA,Defiance CDP,98.7,0.4,0,0,0.4
PA,Delano CDP,99.4,0,0,0.3,0.6
PA,Delaware Water Gap borough,85.5,7.2,0.1,3.9,7.2
PA,Delmont borough,95.8,0.9,0.2,1.5,1.7
PA,Delta borough,95.7,1.5,0.3,0.4,1.4
PA,Denver borough,94.4,0.8,0.3,1.5,4.2
PA,Derry borough,98.2,0.6,0.1,0.3,0.8
PA,DeSales University CDP,93.8,2.9,0,0.6,3.7
PA,Devon CDP,92.5,1.1,0,4.4,2.1
PA,Dewart CDP,97.8,0.7,0,0.3,1.3
PA,Dickson borough,95.9,1,0.1,0.7,3.8
PA,Dicksonville CDP,99.1,0.2,0,0,0.6
PA,Dillsburg borough,95.6,0.9,0.2,1.1,1.7
PA,Donaldson CDP,99.7,0,0.3,0,0.3
PA,Donegal borough,99.2,0,0,0.8,0
PA,Donora borough,79.7,15.1,0.1,0.4,3.1
PA,Dormont borough,94.2,2.1,0.1,1.5,2.5
PA,Dorneyville CDP,91.8,2.6,0,3.2,3.6
PA,Douglassville CDP,93.1,1.3,0,2,5.1
PA,Dover borough,94.4,2,0.1,0.5,2.5
PA,Downingtown borough,79.3,12,0.1,2.7,7.2
PA,Doylestown borough,94.8,1.3,0.1,1.9,2
PA,Dravosburg borough,94.4,3,0.7,0.3,1.1
PA,Drexel Hill CDP,85.5,7.7,0.1,4.3,2.6
PA,Driftwood borough,94,1.5,0,0,0
PA,Dry Tavern CDP,97.8,0.3,0,0.7,1
PA,Dryville CDP,97.7,0,0.3,0,2.5
PA,Dublin borough,90.5,1.4,0.1,2,8.9
PA,DuBois,97,0.6,0.1,0.9,1.2
PA,Duboistown borough,98.7,0.1,0.1,0.4,0.8
PA,Dudley borough,99.5,0.5,0,0,0
PA,Dunbar borough,98.2,0.6,0.1,0.3,0.9
PA,Duncannon borough,97.2,0.9,0.1,0.3,2.4
PA,Duncansville borough,97.9,0.2,0,1,0.4
PA,Dunlevy borough,97.6,1.3,0,0,0
PA,Dunlo CDP,99.1,0.3,0,0.3,0.3
PA,Dunmore borough,95.2,1.1,0.1,1.8,2.3
PA,Dunnstown CDP,98.5,1,0,0.1,0.9
PA,Dupont borough,97.9,0.5,0.2,0.6,1.1
PA,Duquesne,39.6,55.3,0.2,0.4,2.3
PA,Duryea borough,97.8,0.4,0.1,0.7,1.9
PA,Dushore borough,98.8,0,0.3,0,0.5
PA,Eagle Lake CDP,100,0,0,0,0
PA,Eagles Mere borough,99.2,0,0,0.8,0.8
PA,Eagleview CDP,94.8,1.6,0,2.6,1.8
PA,Eagleville CDP (Centre County),99.4,0,0,0,1.5
PA,Eagleville CDP (Montgomery County),68.8,22.4,0.1,5.5,4.1
PA,Earlston CDP,99.3,0.4,0,0.1,0.3
PA,East Bangor borough,96.8,0.1,0,0.3,5.5
PA,East Berlin borough,96.2,0.7,0.1,0.7,2.6
PA,East Berwick CDP,96.5,0.2,0.1,0.6,3.4
PA,East Brady borough,98.7,0.1,0.1,0,0.6
PA,East Butler borough,97,0.4,0,0,1
PA,East Conemaugh borough,94.2,4.3,0.2,0,1.8
PA,East Earl CDP,96.4,0.7,0.2,1.3,2.8
PA,East Freedom CDP,96.1,1.6,0,0.3,0.6
PA,East Greenville borough,93.7,2.3,0.1,1,3.3
PA,East Lansdowne borough,30.5,55.8,0.1,8.8,4.3
PA,Eastlawn Gardens CDP,95,1.1,0.1,1.5,3.1
PA,East McKeesport borough,89.1,7,0,0.3,1.8
PA,Easton,67.2,16.8,0.4,2.4,19.9
PA,East Petersburg borough,89.9,3.3,0.2,1.2,6.9
PA,East Pittsburgh borough,48.8,45.4,0.1,0.2,2.5
PA,East Prospect borough,96.7,1.2,0,0.2,2.5
PA,East Rochester borough,94.5,3.2,0.2,0,1.4
PA,East Rutherford CDP,100,0,0,0,1
PA,East Salem CDP,97.3,0,0.5,0.5,2.7
PA,East Side borough,95.6,2.8,0.9,0,1.3
PA,East Stroudsburg borough,79.2,11.1,0.2,2.5,11.8
PA,East Uniontown CDP,90.2,6.8,0.2,0.5,0.8
PA,Eastvale borough,97.3,1.8,0,0,0.4
PA,East Vandergrift borough,95.3,1.9,0.1,0.6,1
PA,East Washington borough,90.3,5.3,0.1,1,2
PA,East York CDP,88.7,4.1,0.2,4.2,3.8
PA,Eau Claire borough,99.4,0.3,0,0,0
PA,Ebensburg borough,98.3,0.5,0.1,0.7,0.5
PA,Economy borough,98.2,0.6,0.1,0.4,0.8
PA,Eddington CDP,94.5,0.4,0.2,2.2,3.8
PA,Eddystone borough,82.7,11.7,0.1,1.3,4.4
PA,Edenborn CDP,51.4,43.2,0,0,1
PA,Edenburg CDP,95.9,1.2,0,0.6,1.2
PA,Edgewood borough,85.1,9.3,0.3,2.6,2.7
PA,Edgewood CDP,97.8,0.4,0.1,0.4,1.3
PA,Edgeworth borough,97.1,1,0,0.7,1.6
PA,Edie CDP,100,0,0,0,0
PA,Edinboro borough,92,4.8,0.2,1,1.4
PA,Edwardsville borough,89.1,5.2,0.4,0.8,5.4
PA,Effort CDP,85.4,6.6,0.1,1.9,9.9
PA,Egypt CDP,94.2,1.1,0,1.5,3.8
PA,Ehrenfeld borough,100,0,0,0,1.8
PA,Eighty Four CDP,98.9,0.6,0,0.2,0.3
PA,Elco borough,98.1,0.6,0,0.3,0
PA,Elderton borough,95.2,0,0,0,1.7
PA,Eldred borough,96.5,0.1,0.1,0.2,2.4
PA,Elgin borough,99.5,0.5,0,0,0
PA,Elim CDP,95.7,1.2,0.2,1.5,0.8
PA,Elizabeth borough,92,4.9,0.3,0.2,1.3
PA,Elizabethtown borough,94.8,1.2,0.2,1.1,3.3
PA,Elizabethville borough,97.7,0.4,0,0.7,0.7
PA,Elkland borough,98,0.3,0.2,0.1,0.9
PA,Ellport borough,97.8,0.3,0,0.4,1.4
PA,Ellsworth borough,95.9,2.4,0.1,0,0.8
PA,Ellwood borough,97,1.1,0.1,0.3,1.3
PA,Elrama CDP,99.3,0,0.7,0,0
PA,Elverson borough,98.1,0.6,0.1,0.5,1.6
PA,Elysburg CDP,98,0.5,0.2,0.7,1
PA,Emerald Lakes CDP,60.5,24.3,0.7,2.8,24.2
PA,Emigsville CDP,90.8,4,0.3,1.1,3.7
PA,Emlenton borough,99,0.2,0,0.6,0.6
PA,Emmaus borough,93.4,1.6,0.2,1.5,4.7
PA,Emporium borough,98.1,0.5,0.4,0.4,0.6
PA,Emsworth borough,91.8,4.4,0,1.7,1
PA,Englewood CDP,99.2,0.4,0,0,0
PA,Enhaut CDP,78.3,11.4,0.4,0.4,8.6
PA,Enlow CDP,96.2,1.1,0,1.2,0.9
PA,Enola CDP,89.9,3.4,0.3,1.8,4
PA,Enon Valley borough,99.7,0,0,0,1
PA,Ephrata borough,94,1,0.2,1.3,5.2
PA,Erie,75,16.8,0.3,1.5,6.9
PA,Ernest borough,97.6,1.7,0,0,2.2
PA,Espy CDP,96.5,1.2,0,1,1.8
PA,Etna borough,95.7,1.4,0.1,0.7,1.9
PA,Evansburg CDP,82.8,2.7,0.1,12.6,2.5
PA,Evans borough,98.4,0.4,0,0.5,0.8
PA,Everett borough,96.9,1.3,0.1,0.1,1.4
PA,Everson borough,95.5,2.1,0,0.5,1.5
PA,Exeter borough,97.2,1.2,0.1,0.5,1.1
PA,Export borough,98.3,0.7,0,0.5,0
PA,Exton CDP,75.7,4.1,0.2,17.5,1.9
PA,Eyers Grove CDP,99,1,0,0,1
PA,Factoryville borough,92.5,4.6,0.1,0.7,4
PA,Fairchance borough,95.9,2.7,0.2,0,0.6
PA,Fairdale CDP,98.9,0,0,0.3,0.4
PA,Fairfield borough,95.5,2.4,0,0.2,2.4
PA,Fairhope CDP,99,0.5,0.1,0.2,0.2
PA,Fairless Hills CDP,87.3,3.8,0.1,5.6,3.6
PA,Fairview borough,96,2.5,0,0,0
PA,Fairview CDP,97.9,0.6,0.1,0.4,1.7
PA,Fairview-Ferndale CDP,98.6,0.5,0.1,0,1.1
PA,Falls Creek borough,98,0.4,0.2,0.2,1
PA,Fallston borough,94.7,2.6,0,0,0.8
PA,Falmouth CDP,99.3,0,0.2,0,1.4
PA,Farmersville CDP,99.1,0.1,0.2,0,1
PA,Farmington CDP,98.8,0.1,0,0.4,0.5
PA,Farrell,45.4,48.8,0.2,0.2,1.4
PA,Fawn Grove borough,99.1,0,0,0.2,0.4
PA,Fawn Lake Forest CDP,93.4,4.2,0.1,0.5,3.3
PA,Faxon CDP,96.8,1.3,0.1,1.1,0.9
PA,Fayette borough,97.7,0.2,0,1,1.5
PA,Fayetteville CDP,91,4.1,0.4,0.6,3.7
PA,Feasterville CDP,89.3,3.8,0.1,3.3,4.5
PA,Fellsburg CDP,97.5,0.7,0,0.3,1.7
PA,Felton borough,98.8,0.6,0,0,1.6
PA,Ferndale borough,97.1,1.2,0.1,0.1,1.4
PA,Fernville CDP,97.5,0.2,0,1.1,1.4
PA,Fernway CDP,94.5,1.2,0.1,2.5,1.9
PA,Finleyville borough,93.3,4.1,0,0.7,2
PA,Fivepointville CDP,97.3,0.1,0,1.3,2
PA,Fleetwood borough,95.8,0.9,0.1,0.8,3.4
PA,Flemington borough,96.6,0.8,0,1.4,0.8
PA,Flora Dale CDP,94.7,0,0,0,18.4
PA,Flourtown CDP,90.6,5.3,0.1,2.1,1.8
PA,Flying Hills CDP,93.6,2.8,0.2,2.1,3.7
PA,Folcroft borough,67.1,26,0.3,2.9,4.6
PA,Folsom CDP,93.1,3.4,0.1,1.8,1.8
PA,Foot of Ten CDP,98.2,0.4,0,0.1,0.4
PA,Force CDP,99.6,0,0,0,1.2
PA,Ford borough,95.6,2.9,0.1,0.1,1.1
PA,Ford Cliff borough,96.5,0.8,0,1.9,0.5
PA,Forest borough,96.7,0.9,0.1,0.6,1.5
PA,Forest Hills borough,87.7,9.1,0.1,1.2,1.3
PA,Forestville CDP,99.5,0,0,0.2,0.2
PA,Forksville borough,94.5,2.1,2.8,0,0
PA,Fort Indiantown Gap CDP,97.9,0.7,0,0,0
PA,Fort Loudon CDP,96.8,0.5,0.1,0.3,2
PA,Fort Washington CDP,87.5,4.5,0.1,6.2,1.8
PA,Forty Fort borough,97,1,0,0.8,1.4
PA,Foster Brook CDP,98.1,0.2,0.7,0.6,1
PA,Foundryville CDP,96.5,0,0,0.4,2
PA,Fountain Hill borough,81.4,6.6,0.1,0.8,22.5
PA,Fountain Springs CDP,97.1,1.8,0.4,0,1.4
PA,Foxburg borough,97.8,0,0,0.5,1.6
PA,Fox Chapel borough,91.9,0.9,0.1,5.7,1.4
PA,Fox Chase CDP,91.1,3.6,0.1,1.7,5.3
PA,Fox Run CDP,95.7,1,0.2,1.8,1.4
PA,Frackville borough,97.6,0.3,0.2,0.9,1.1
PA,Frankfort Springs borough,98.5,0.8,0,0,0
PA,Franklin borough,93.2,4.6,0,0,0.6
PA,Franklin,93.4,2.7,0.3,0.7,1.3
PA,Franklin Park borough,86.8,1.2,0.1,10.4,1.5
PA,Franklintown borough,95.1,1.4,0,0.4,2.5
PA,Fredericksburg CDP (Crawford County),96.6,1.5,0.4,0.3,1.4
PA,Fredericksburg CDP (Lebanon County),95.2,1.8,0,1.1,2.1
PA,Fredericktown CDP,92.8,5.2,0.2,0,1.2
PA,Fredonia borough,97,0,0.6,0.2,2
PA,Freeburg borough,98.8,0.2,0,0.2,0.2
PA,Freedom borough,91.8,4.1,0,0.6,1.6
PA,Freeland borough,95.8,0.6,0.1,0.5,5.8
PA,Freemansburg borough,70.6,13.6,0.5,0.8,24
PA,Freeport borough,96.8,0.6,0.1,0.2,1.1
PA,Friedens CDP,99.6,0,0.1,0.1,0.1
PA,Friedensburg CDP,98.4,0.1,0,0.2,0.8
PA,Friendsville borough,91.9,6.3,1.8,0,0
PA,Frizzleburg CDP,96.5,1,0,0,0.8
PA,Frystown CDP,93.4,0.8,0,1.6,6.3
PA,Fullerton CDP,75.8,8.6,0.4,5.8,14.6
PA,Galeton borough,97,0.9,0,0.4,1
PA,Gallitzin borough,98.5,0.6,0,0.1,1.5
PA,Gap CDP,94.1,1.5,0.1,1.6,2.5
PA,Garden View CDP,96.3,1.4,0.2,0.7,1
PA,Gardners CDP,86,2.7,0.7,0,8.7
PA,Garrett borough,99.8,0,0,0,0.4
PA,Gastonville CDP,97.9,0.6,0.1,0.4,0.9
PA,Geistown borough,97.3,0.5,0,1.5,0.7
PA,Geneva CDP,97.2,0.9,0,0,0
PA,Georgetown borough,99.4,0,0,0,0
PA,Georgetown CDP (Lancaster County),99.7,0.1,0.1,0.1,1.6
PA,Georgetown CDP (Luzerne County),96.7,1.1,0.1,0.8,1.5
PA,Gettysburg borough,84.5,5.8,0.3,1.9,10.9
PA,Gibraltar CDP,96.8,0.1,0.6,0.9,2.6
